Id,Weekly_Sales
1_9_2012-11-23,42211.85530000003
1_9_2012-11-30,29881.881599999997
1_9_2012-12-07,31852.606800000023
1_9_2012-12-14,34494.44879999993
1_9_2012-12-21,44256.059299999986
1_9_2012-12-28,30030.407600000006
1_9_2013-01-04,20705.209999999974
1_9_2013-01-11,15416.120000000032
1_9_2013-01-18,13332.75
1_9_2013-01-25,14728.570000000002
1_9_2013-02-01,19427.31000000004
1_9_2013-02-08,20985.409999999963
1_9_2013-02-15,23867.819999999996
1_9_2013-02-22,25957.889999999992
1_9_2013-03-01,30503.299999999963
1_9_2013-03-08,28291.68000000003
1_9_2013-03-15,37941.839999999946
1_9_2013-03-22,33541.35999999998
1_9_2013-03-29,50382.47000000004
1_9_2013-04-05,41235.33999999994
1_9_2013-04-12,33136.93999999995
1_9_2013-04-19,28111.870000000068
1_9_2013-04-26,30359.939999999955
1_9_2013-05-03,31552.29999999996
1_9_2013-05-10,28043.479999999985
1_9_2013-05-17,26160.370000000064
1_9_2013-05-24,29338.569999999967
1_9_2013-05-31,35001.66000000004
1_9_2013-06-07,30307.10999999999
1_9_2013-06-14,30249.009999999937
1_9_2013-06-21,28249.43000000003
1_9_2013-06-28,25081.229999999985
1_9_2013-07-05,32851.75999999992
1_9_2013-07-12,21464.729999999985
1_9_2013-07-19,22594.179999999997
1_9_2013-07-26,22921.209999999977
1_10_2012-11-02,26815.60900000001
1_10_2012-11-09,27255.073200000017
1_10_2012-11-16,26682.792799999992
1_10_2012-11-23,28808.94119999998
1_10_2012-11-30,28173.17030000002
1_10_2012-12-07,28579.22599999999
1_10_2012-12-14,28415.09380000003
1_10_2012-12-21,28318.240799999985
1_10_2012-12-28,26573.41479999999
1_10_2013-01-04,29927.33000000004
1_10_2013-01-11,23995.68999999996
1_10_2013-01-18,25331.830000000038
1_10_2013-01-25,23650.220000000005
1_10_2013-02-01,33524.27999999994
1_10_2013-02-08,37764.37999999992
1_10_2013-02-15,40409.5
1_10_2013-02-22,37507.43999999995
1_10_2013-03-01,39036.140000000036
1_10_2013-03-08,34858.02999999993
1_10_2013-03-15,33405.10000000006
1_10_2013-03-22,33327.08999999996
1_10_2013-03-29,43718.049999999916
1_10_2013-04-05,36666.29000000003
1_10_2013-04-12,29709.52999999996
1_10_2013-04-19,30838.259999999937
1_10_2013-04-26,29433.270000000015
1_10_2013-05-03,35800.66000000005
1_10_2013-05-10,32271.720000000056
1_10_2013-05-17,30339.16999999996
1_10_2013-05-24,34203.350000000064
1_10_2013-05-31,37294.140000000036
1_10_2013-06-07,36155.27000000001
1_10_2013-06-14,32578.620000000075
1_10_2013-06-21,32851.06000000005
1_10_2013-06-28,33135.33999999996
1_10_2013-07-05,39189.33000000005
1_10_2013-07-12,31430.54999999996
1_10_2013-07-19,29187.22000000004
1_10_2013-07-26,30594.529999999955
1_11_2012-11-02,25239.08600000003
1_11_2012-11-09,23119.220700000016
1_11_2012-11-16,21718.737900000015
1_11_2012-11-23,27313.775500000025
1_11_2012-11-30,31305.248600000006
1_11_2012-12-07,36510.26280000005
1_11_2012-12-14,27145.525000000038
1_11_2012-12-21,30170.385799999996
1_11_2012-12-28,23889.113599999986
1_11_2013-01-04,25666.340000000004
1_11_2013-01-11,24493.399999999954
1_11_2013-01-18,20707.620000000054
1_11_2013-01-25,17860.35000000003
1_11_2013-02-01,22429.16999999997
1_11_2013-02-08,25933.040000000026
1_11_2013-02-15,26269.870000000064
1_11_2013-02-22,21750.639999999963
1_11_2013-03-01,23286.459999999977
1_11_2013-03-08,23169.15999999998
1_11_2013-03-15,24841.759999999973
1_11_2013-03-22,24350.66999999997
1_11_2013-03-29,25231.25
1_11_2013-04-05,28971.930000000033
1_11_2013-04-12,21874.449999999975
1_11_2013-04-19,21787.830000000027
1_11_2013-04-26,20710.010000000006
1_11_2013-05-03,31670.379999999925
1_11_2013-05-10,28842.319999999967
1_11_2013-05-17,23346.03
1_11_2013-05-24,26925.540000000026
1_11_2013-05-31,32406.680000000048
1_11_2013-06-07,35861.22000000007
1_11_2013-06-14,27802.83999999999
1_11_2013-06-21,26407.669999999962
1_11_2013-06-28,44553.450000000084
1_11_2013-07-05,36266.25
1_11_2013-07-12,25922.59
1_11_2013-07-19,26026.459999999974
1_11_2013-07-26,33443.22999999999
1_12_2012-11-02,9220.14910000001
1_12_2012-11-09,9686.841800000007
1_12_2012-11-16,9617.185600000015
1_12_2012-11-23,8679.86149999998
1_12_2012-11-30,7641.140499999987
1_12_2012-12-07,8040.256399999999
1_12_2012-12-14,7819.763599999986
1_12_2012-12-21,8325.059600000013
1_12_2012-12-28,8331.768499999998
1_12_2013-01-04,7634.969999999983
1_12_2013-01-11,8111.010000000007
1_12_2013-01-18,9296.130000000003
1_12_2013-01-25,8229.770000000011
1_12_2013-02-01,9612.869999999997
1_12_2013-02-08,9587.349999999984
1_12_2013-02-15,9262.329999999985
1_12_2013-02-22,11284.270000000011
1_12_2013-03-01,11994.479999999987
1_12_2013-03-08,11947.03000000002
1_12_2013-03-15,12178.800000000023
1_12_2013-03-22,11448.839999999998
1_12_2013-03-29,12109.209999999985
1_12_2013-04-05,10747.37
1_12_2013-04-12,10565.390000000012
1_12_2013-04-19,11730.260000000007
1_12_2013-04-26,11746.82999999999
1_12_2013-05-03,12338.079999999994
1_12_2013-05-10,11420.629999999994
1_12_2013-05-17,10199.010000000007
1_12_2013-05-24,12748.129999999983
1_12_2013-05-31,11542.81000000003
1_12_2013-06-07,10742.68000000002
1_12_2013-06-14,11177.520000000011
1_12_2013-06-21,9606.329999999984
1_12_2013-06-28,11816.349999999999
1_12_2013-07-05,13887.610000000017
1_12_2013-07-12,9318.099999999984
1_12_2013-07-19,12565.060000000032
1_12_2013-07-26,11109.25
1_13_2012-11-02,39293.3622
1_13_2012-11-09,38122.9371
1_13_2012-11-16,38039.04219999997
1_13_2012-11-23,42302.884399999966
1_13_2012-11-30,38100.614500000025
1_13_2012-12-07,37563.97900000003
1_13_2012-12-14,35819.23429999997
1_13_2012-12-21,37778.54210000002
1_13_2012-12-28,38909.00010000002
1_13_2013-01-04,41411.399999999936
1_13_2013-01-11,38000.25
1_13_2013-01-18,37433.66000000005
1_13_2013-01-25,34312.259999999915
1_13_2013-02-01,43478.580000000045
1_13_2013-02-08,43041.97000000008
1_13_2013-02-15,38622.919999999955
1_13_2013-02-22,40079.43000000007
1_13_2013-03-01,44565.31999999994
1_13_2013-03-08,40001.72000000008
1_13_2013-03-15,38322.830000000045
1_13_2013-03-22,37801.640000000036
1_13_2013-03-29,38696.87999999992
1_13_2013-04-05,44270.299999999916
1_13_2013-04-12,39099.609999999964
1_13_2013-04-19,39499.850000000064
1_13_2013-04-26,39077.839999999946
1_13_2013-05-03,43561.169999999955
1_13_2013-05-10,38895.180000000066
1_13_2013-05-17,37857.87999999992
1_13_2013-05-24,38541.7599999999
1_13_2013-05-31,41462.79999999992
1_13_2013-06-07,42304.470000000096
1_13_2013-06-14,39024.7400000001
1_13_2013-06-21,38945.0
1_13_2013-06-28,40099.4900000001
1_13_2013-07-05,43326.919999999955
1_13_2013-07-12,39276.04999999993
1_13_2013-07-19,39396.589999999946
1_13_2013-07-26,37423.20999999997
1_14_2012-11-02,12094.102399999992
1_14_2012-11-09,13327.19240000001
1_14_2012-11-16,15341.698699999997
1_14_2012-11-23,37351.404700000036
1_14_2012-11-30,16161.898399999984
1_14_2012-12-07,20930.863399999977
1_14_2012-12-14,25660.457600000012
1_14_2012-12-21,39805.91680000008
1_14_2012-12-28,24824.77600000002
1_14_2013-01-04,14585.63999999998
1_14_2013-01-11,14311.830000000007
1_14_2013-01-18,12695.699999999977
1_14_2013-01-25,12684.050000000023
1_14_2013-02-01,15583.820000000005
1_14_2013-02-08,18292.39999999997
1_14_2013-02-15,21324.120000000057
1_14_2013-02-22,18574.25
1_14_2013-03-01,19412.260000000006
1_14_2013-03-08,16528.290000000023
1_14_2013-03-15,12757.86000000001
1_14_2013-03-22,12771.120000000017
1_14_2013-03-29,14690.270000000013
1_14_2013-04-05,15652.719999999978
1_14_2013-04-12,14933.12999999997
1_14_2013-04-19,13575.689999999968
1_14_2013-04-26,14904.800000000025
1_14_2013-05-03,16193.629999999963
1_14_2013-05-10,15537.79000000002
1_14_2013-05-17,16326.550000000028
1_14_2013-05-24,14186.590000000015
1_14_2013-05-31,14903.87000000003
1_14_2013-06-07,12858.850000000004
1_14_2013-06-14,14117.360000000019
1_14_2013-06-21,13158.37999999998
1_14_2013-06-28,16958.840000000026
1_14_2013-07-05,19019.040000000023
1_14_2013-07-12,14332.71999999998
1_14_2013-07-19,12083.329999999994
1_14_2013-07-26,12706.520000000013
1_16_2012-11-02,8214.048099999993
1_16_2012-11-09,7481.454000000013
1_16_2012-11-16,6389.787299999999
1_16_2012-11-23,9855.428099999983
1_16_2012-11-30,6938.912800000008
1_16_2012-12-07,6202.824799999993
1_16_2012-12-14,5890.890400000001
1_16_2012-12-21,7121.984000000014
1_16_2012-12-28,7270.591500000006
1_16_2013-01-04,6258.079999999998
1_16_2013-01-11,5894.85999999999
1_16_2013-01-18,6400.800000000002
1_16_2013-01-25,6108.819999999998
1_16_2013-02-01,9873.729999999987
1_16_2013-02-08,13389.350000000008
1_16_2013-02-15,12648.11000000001
1_16_2013-02-22,19874.300000000032
1_16_2013-03-01,30451.14000000001
1_16_2013-03-08,32633.810000000045
1_16_2013-03-15,44960.01999999998
1_16_2013-03-22,45184.22000000007
1_16_2013-03-29,55275.58999999992
1_16_2013-04-05,59512.969999999994
1_16_2013-04-12,55347.730000000105
1_16_2013-04-19,42816.54000000003
1_16_2013-04-26,41926.35999999996
1_16_2013-05-03,43970.700000000084
1_16_2013-05-10,38885.33000000005
1_16_2013-05-17,37505.0
1_16_2013-05-24,42922.54999999992
1_16_2013-05-31,45508.72000000007
1_16_2013-06-07,34785.29000000003
1_16_2013-06-14,32898.45999999997
1_16_2013-06-21,36362.45000000006
1_16_2013-06-28,37677.819999999934
1_16_2013-07-05,42679.20000000008
1_16_2013-07-12,22880.300000000014
1_16_2013-07-19,24017.029999999995
1_16_2013-07-26,23838.33000000003
1_17_2012-11-02,7669.674400000006
1_17_2012-11-09,7540.359100000012
1_17_2012-11-16,8369.600400000008
1_17_2012-11-23,10362.907199999987
1_17_2012-11-30,8491.519800000013
1_17_2012-12-07,9034.308500000001
1_17_2012-12-14,9681.593200000005
1_17_2012-12-21,13593.2125
1_17_2012-12-28,9686.289099999982
1_17_2013-01-04,8086.430000000014
1_17_2013-01-11,9454.170000000016
1_17_2013-01-18,7968.849999999986
1_17_2013-01-25,7237.410000000001
1_17_2013-02-01,8128.569999999986
1_17_2013-02-08,10461.069999999978
1_17_2013-02-15,11684.729999999989
1_17_2013-02-22,9309.630000000003
1_17_2013-03-01,11187.420000000011
1_17_2013-03-08,11553.979999999989
1_17_2013-03-15,8523.560000000021
1_17_2013-03-22,7456.660000000001
1_17_2013-03-29,8433.010000000007
1_17_2013-04-05,8662.400000000016
1_17_2013-04-12,6936.349999999988
1_17_2013-04-19,8559.839999999995
1_17_2013-04-26,7868.25
1_17_2013-05-03,9064.599999999984
1_17_2013-05-10,7964.290000000007
1_17_2013-05-17,9308.53000000002
1_17_2013-05-24,7323.660000000001
1_17_2013-05-31,7197.380000000004
1_17_2013-06-07,8589.189999999979
1_17_2013-06-14,6676.869999999996
1_17_2013-06-21,7468.469999999983
1_17_2013-06-28,8240.630000000003
1_17_2013-07-05,8053.739999999993
1_17_2013-07-12,7386.640000000011
1_17_2013-07-19,7195.699999999993
1_17_2013-07-26,8435.089999999995
1_18_2012-11-02,15540.009100000017
1_18_2012-11-09,12965.403200000002
1_18_2012-11-16,15480.783500000001
1_18_2012-11-23,22723.502599999974
1_18_2012-11-30,39090.42689999993
1_18_2012-12-07,34623.93759999996
1_18_2012-12-14,29932.7725
1_18_2012-12-21,21435.325000000026
1_18_2012-12-28,17308.452599999982
1_18_2013-01-04,7018.319999999991
1_18_2013-01-11,1700.850000000003
1_18_2013-01-18,1468.6499999999974
1_18_2013-01-25,1842.470000000001
1_18_2013-02-01,3558.7100000000037
1_18_2013-02-08,12687.46999999998
1_18_2013-02-15,26992.110000000004
1_18_2013-02-22,1973.9200000000033
1_18_2013-03-01,1316.039999999997
1_18_2013-03-08,1126.039999999998
1_18_2013-03-15,1630.4100000000026
1_18_2013-03-22,2280.339999999997
1_18_2013-03-29,3667.659999999995
1_18_2013-04-05,14283.729999999987
1_18_2013-04-12,5136.25
1_18_2013-04-19,61.5600000000001
1_18_2013-04-26,4.680000000000006
1_18_2013-05-03,-1.2699999999999987
1_18_2013-05-10,4.579999999999996
1_18_2013-05-17,2.8856000000000006
1_18_2013-05-24,1.969999999999999
1_18_2013-06-07,4.970000000000013
1_18_2013-07-05,2.8773000000000013
1_19_2012-11-02,1616.2291999999984
1_19_2012-11-09,1591.2100999999986
1_19_2012-11-16,1539.0823999999986
1_19_2012-11-23,1336.1366999999984
1_19_2012-11-30,1586.3899999999983
1_19_2012-12-07,1674.3612999999982
1_19_2012-12-14,1557.6739999999984
1_19_2012-12-21,1727.8375999999987
1_19_2012-12-28,1309.7351999999998
1_19_2013-01-04,607.2200000000008
1_19_2013-01-11,758.0800000000013
1_19_2013-01-18,714.2099999999998
1_19_2013-01-25,720.9800000000009
1_19_2013-02-01,1175.899999999998
1_19_2013-02-08,973.8999999999988
1_19_2013-02-15,762.5899999999981
1_19_2013-02-22,988.9499999999982
1_19_2013-03-01,761.1600000000019
1_19_2013-03-08,1514.619999999998
1_19_2013-03-15,1273.3999999999976
1_19_2013-03-22,1057.4299999999973
1_19_2013-03-29,973.0500000000018
1_19_2013-04-05,875.5599999999987
1_19_2013-04-12,753.7300000000007
1_19_2013-04-19,1162.5
1_19_2013-04-26,524.1699999999988
1_19_2013-05-03,1155.399999999998
1_19_2013-05-10,1848.7900000000002
1_19_2013-05-17,1441.880000000002
1_19_2013-05-24,1036.2100000000019
1_19_2013-05-31,1406.0
1_19_2013-06-07,1242.4400000000016
1_19_2013-06-14,951.4900000000011
1_19_2013-06-21,1174.699999999998
1_19_2013-06-28,1040.9799999999993
1_19_2013-07-05,1195.2899999999975
1_19_2013-07-12,1003.6600000000024
1_19_2013-07-19,955.7400000000011
1_19_2013-07-26,1016.2799999999992
1_20_2012-11-02,2800.4316000000003
1_20_2012-11-09,2823.5784000000026
1_20_2012-11-16,2684.6124
1_20_2012-11-23,4790.249600000003
1_20_2012-11-30,2903.2164000000043
1_20_2012-12-07,2828.3252000000043
1_20_2012-12-14,3262.480600000001
1_20_2012-12-21,4528.9610000000075
1_20_2012-12-28,3819.8347000000053
1_20_2013-01-04,3246.329999999999
1_20_2013-01-11,4485.950000000008
1_20_2013-01-18,3937.5900000000065
1_20_2013-01-25,3364.799999999994
1_20_2013-02-01,4206.909999999993
1_20_2013-02-08,6051.569999999998
1_20_2013-02-15,5569.539999999993
1_20_2013-02-22,4455.35999999999
1_20_2013-03-01,5446.700000000006
1_20_2013-03-08,7272.199999999993
1_20_2013-03-15,5040.40999999999
1_20_2013-03-22,3909.0200000000027
1_20_2013-03-29,5264.59999999999
1_20_2013-04-05,3868.0200000000027
1_20_2013-04-12,3449.450000000006
1_20_2013-04-19,4246.849999999994
1_20_2013-04-26,4844.729999999993
1_20_2013-05-03,4647.309999999999
1_20_2013-05-10,4418.119999999996
1_20_2013-05-17,5296.280000000014
1_20_2013-05-24,4614.3300000000045
1_20_2013-05-31,4353.919999999997
1_20_2013-06-07,4943.10999999999
1_20_2013-06-14,3948.099999999995
1_20_2013-06-21,5218.840000000011
1_20_2013-06-28,4847.429999999994
1_20_2013-07-05,5485.85999999999
1_20_2013-07-12,3737.059999999998
1_20_2013-07-19,4831.710000000008
1_20_2013-07-26,3810.1599999999944
1_21_2012-11-02,8330.362200000005
1_21_2012-11-09,8337.052800000003
1_21_2012-11-16,8067.412200000001
1_21_2012-11-23,9491.262300000002
1_21_2012-11-30,8007.377000000009
