id,date,asset,liability,idx
23805,6/30/02,134116,123804,318
23805,9/30/02,134029,124230,319
23806,12/31/02,126714,116786,320
23806,3/31/02,117395,108067,321
23806,6/30/02,121756,112261,322
23806,9/30/02,124167,114425,323
23815,12/31/02,64619,56840,324
23815,3/31/02,58818,51367,325
23815,6/30/02,57912,50274,326
23815,9/30/02,57603,49896,327
2382,12/31/02,38641,32808,328
2382,3/31/02,39663,33954,329
2382,6/30/02,38860,33058,330
2382,9/30/02,38469,32589,331
23826,12/31/02,234794,211487,332
23826,3/31/02,210981,189261,333
23826,6/30/02,221279,198880,334
23826,9/30/02,222458,199392,335
2383,12/31/02,32565,26833,336
2383,3/31/02,32744,27230,337
2383,6/30/02,32046,26302,338
2383,9/30/02,33986,28028,339
23834,12/31/02,77126,68693,340
23834,3/31/02,50895,42561,341
23834,6/30/02,47644,39282,342
23834,9/30/02,65443,57052,343
23835,12/31/02,27570,24040,344
23835,3/31/02,29429,25951,345
23835,6/30/02,28697,25184,346
23835,9/30/02,27879,24334,347
23836,12/31/02,29178,25879,348
23836,3/31/02,29229,26371,349
23836,6/30/02,28913,25798,350
23836,9/30/02,28590,25228,351
23864,12/31/02,141398,128738,352
23864,3/31/02,161484,149091,353
23864,6/30/02,148622,135834,354
23864,9/30/02,152508,139319,355
23866,12/31/02,59511,53289,356
23866,3/31/02,59063,52867,357
23866,6/30/02,70471,64055,358
23866,9/30/02,68222,61863,359
23876,12/31/02,67129,58211,360
23876,3/31/02,58844,50827,361
23876,6/30/02,62715,54543,362
23876,9/30/02,62666,53919,363
23881,12/31/02,739963,669278,364
23881,3/31/02,854604,791196,365
23881,6/30/02,811871,743393,366
23881,9/30/02,776529,706104,367
23883,3/31/02,166842,155247,368
23886,12/31/02,239253,218527,369
23886,3/31/02,218295,200153,370
23886,6/30/02,221717,202438,371
23886,9/30/02,235249,215074,372
23891,12/31/02,35570,32132,373
23891,3/31/02,37782,34481,374
23891,6/30/02,37046,33659,375
23891,9/30/02,36917,33410,376
23894,12/31/02,40540,34383,377
23894,3/31/02,42316,38137,378
23894,6/30/02,41024,36769,379
23894,9/30/02,38107,33782,380
239,12/31/02,47531,43596,381
239,3/31/02,51058,47128,382
239,6/30/02,47494,43555,383
239,9/30/02,46448,42478,384
23901,12/31/02,444786,408458,385
23901,3/31/02,436835,401862,386
23901,6/30/02,434522,399123,387
23901,9/30/02,446236,410416,388
2391,12/31/02,144653,130356,389
2391,3/31/02,150504,136626,390
2391,6/30/02,155774,141370,391
2391,9/30/02,174739,159754,392
23927,12/31/02,71679,64594,393
23927,3/31/02,66013,60054,394
23927,6/30/02,66106,59608,395
23927,9/30/02,68221,61576,396
23966,12/31/02,500369,476013,397
23966,3/31/02,264379,245525,398
23966,6/30/02,252414,233274,399
23966,9/30/02,253492,234062,400
2398,12/31/02,112523,103065,401
2398,3/31/02,114669,105226,402
2398,6/30/02,115806,106155,403
2398,9/30/02,116112,106066,404
23986,3/31/02,43723,39520,405
23986,12/31/02,47808,43305,406
23986,6/30/02,43934,39709,407
23986,9/30/02,46326,41949,408
23989,12/31/02,65116,57908,409
23989,3/31/02,66016,59464,410
23989,6/30/02,65352,58501,411
23989,9/30/02,64396,57244,412
23992,12/31/02,896584,781628,413
23992,3/31/02,843438,735977,414
23992,6/30/02,860856,749287,415
23992,9/30/02,880312,768505,416
23998,12/31/02,94143,79350,417
23998,3/31/02,92542,82385,418
23998,6/30/02,93363,83617,419
23998,9/30/02,87337,77672,420
24015,12/31/02,210234,194190,421
24015,3/31/02,184199,170133,422
24015,6/30/02,199046,183923,423
24015,9/30/02,202652,186976,424
2402,12/31/02,111217,100754,425
2402,3/31/02,103195,93650,426
2402,6/30/02,99566,89575,427
2402,9/30/02,106191,96041,428
24029,12/31/02,5810000,4230000,429
24029,3/31/02,5720000,4270000,430
24029,6/30/02,6050000,4560000,431
24029,9/30/02,5850000,4310000,432
24030,12/31/02,102944,94794,433
24030,3/31/02,102955,95694,434
24030,6/30/02,105888,98205,435
24030,9/30/02,107096,99121,436
24038,12/31/02,13989,11761,437
24038,3/31/02,13667,11431,438
24038,6/30/02,13784,11540,439
24038,9/30/02,13786,11548,440
24045,12/31/02,1050000,910105,441
24045,3/31/02,781727,702292,442
24045,6/30/02,795736,707666,443
24045,9/30/02,1030000,913841,444
24064,12/31/02,48258,43749,445
24064,3/31/02,45433,41095,446
24064,6/30/02,47635,43157,447
24064,9/30/02,46901,42440,448
24067,12/31/02,1890000,1730000,449
24067,3/31/02,1590000,1450000,450
24067,6/30/02,1730000,1580000,451
24067,9/30/02,1850000,1700000,452
24074,12/31/02,367451,340296,453
24074,3/31/02,317357,291798,454
24074,6/30/02,331210,304508,455
24074,9/30/02,384826,356812,456
24080,12/31/02,83361,76052,457
24080,3/31/02,68314,61658,458
24080,6/30/02,68174,61365,459
24080,9/30/02,82129,75019,460
24085,12/31/02,70109,63888,461
24085,3/31/02,68367,62715,462
24085,6/30/02,68197,61990,463
24085,9/30/02,68918,62649,464
2409,12/31/02,114806,105186,465
2409,3/31/02,108551,99185,466
2409,6/30/02,109196,99960,467
2409,9/30/02,112753,103351,468
24093,12/31/02,121331,110930,469
24093,3/31/02,120179,110441,470
24093,6/30/02,119901,109932,471
24093,9/30/02,120300,110043,472
24094,12/31/02,145675,134766,473
24094,3/31/02,132636,122576,474
24094,6/30/02,143209,132831,475
24094,9/30/02,142102,131432,476
24096,12/31/02,337382,314831,477
24096,3/31/02,308595,289863,478
24096,6/30/02,314331,293339,479
24096,9/30/02,336406,313434,480
24099,12/31/02,52749,47824,481
24099,3/31/02,48122,43575,482
24099,6/30/02,50304,45621,483
24099,9/30/02,51848,47016,484
24107,12/31/02,5160000,4730000,485
24107,3/31/02,4270000,3900000,486
24107,6/30/02,4510000,4120000,487
24107,9/30/02,4810000,4390000,488
24108,12/31/02,165281,149338,489
24108,3/31/02,162600,146983,490
24108,6/30/02,156066,140317,491
24108,9/30/02,167283,151314,492
24109,12/31/02,84649,77408,493
24109,3/31/02,84073,77156,494
24109,6/30/02,82507,75387,495
24109,9/30/02,84312,77122,496
2412,12/31/02,31633,27805,497
2412,3/31/02,36203,32863,498
2412,6/30/02,33405,29834,499
2412,9/30/02,32968,29143,500
24120,12/31/02,85937,79266,501
24120,3/31/02,76758,70444,502
24120,6/30/02,78588,72162,503
24120,9/30/02,82933,76407,504
24123,12/31/02,265017,248292,505
24123,3/31/02,276003,261501,506
24123,6/30/02,269614,254220,507
24123,9/30/02,266454,250332,508
2413,12/31/02,129286,119018,509
2413,3/31/02,117195,108121,510
2413,6/30/02,121884,112180,511
2413,9/30/02,125996,115971,512
24140,3/31/02,84350,77753,513
24140,6/30/02,84490,77984,514
24140,9/30/02,87038,81272,515
24156,12/31/02,4140000,3810000,516
24156,3/31/02,4110000,3840000,517
24156,6/30/02,4120000,3810000,518
24156,9/30/02,4170000,3840000,519
24160,12/31/02,71677,65734,520
24160,3/31/02,69804,64018,521
24160,6/30/02,69507,63625,522
24160,9/30/02,70382,64332,523
24170,12/31/02,1460000,1330000,524
24170,3/31/02,1220000,1110000,525
24170,6/30/02,1290000,1180000,526
24170,9/30/02,1420000,1310000,527
24173,12/31/02,115890,104424,528
24173,3/31/02,101939,92322,529
24173,6/30/02,109686,99221,530
24173,9/30/02,112475,101499,531
24181,12/31/02,25008,22291,532
24181,3/31/02,27489,24827,533
24181,6/30/02,25982,23323,534
24181,9/30/02,25114,22412,535
24185,12/31/02,4960000,4610000,536
24185,3/31/02,4130000,3790000,537
24185,6/30/02,4260000,3930000,538
24185,9/30/02,4460000,4120000,539
24199,12/31/02,206109,191438,540
24199,3/31/02,178049,164566,541
24199,6/30/02,184552,170742,542
24199,9/30/02,200804,186578,543
24200,12/31/02,290450,268616,544
24200,3/31/02,272072,255421,545
24200,6/30/02,272858,253479,546
24200,9/30/02,281873,260754,547
24206,12/31/02,302370,260723,548
24206,3/31/02,346346,288134,549
24206,6/30/02,336241,273342,550
24206,9/30/02,331090,260775,551
24210,12/31/02,118816,106007,552
24210,3/31/02,92914,86913,553
24210,6/30/02,96931,90772,554
24210,9/30/02,103984,91218,555
24211,12/31/02,37227,34195,556
24211,3/31/02,36204,33085,557
24211,6/30/02,33608,30526,558
24211,9/30/02,34368,31354,559
24227,3/31/02,100639,93796,560
24227,6/30/02,93866,87023,561
24227,9/30/02,94232,87453,562
24228,3/31/02,99860,88096,563
24229,12/31/02,335627,310066,564
24229,3/31/02,235411,218280,565
24229,6/30/02,280827,257354,566
24229,9/30/02,331330,306687,567
24243,12/31/02,912308,840985,568
24243,3/31/02,826664,766809,569
24243,6/30/02,864105,798378,570
24243,9/30/02,864696,794583,571
24244,12/31/02,72594,65639,572
24244,3/31/02,75318,68093,573
24244,6/30/02,77128,69699,574
24244,9/30/02,78607,71859,575
24247,12/31/02,213442,195540,576
24247,3/31/02,149899,137931,577
24247,6/30/02,160625,147255,578
24247,9/30/02,196985,179692,579
24250,12/31/02,52926,49485,580
24250,3/31/02,52784,49246,581
24250,6/30/02,54191,50774,582
24250,9/30/02,53270,49963,583
24271,12/31/02,114670,104140,584
24271,3/31/02,110727,100883,585
24271,6/30/02,111832,101764,586
24271,9/30/02,120066,109665,587
24272,12/31/02,57268,52682,588
24272,3/31/02,56452,52069,589
24272,6/30/02,56161,51732,590
24272,9/30/02,55744,51229,591
2429,12/31/02,168326,149628,592
2429,3/31/02,138976,121888,593
2429,6/30/02,152729,135038,594
2429,9/30/02,155578,137165,595
243,12/31/02,50622,45622,596
243,3/31/02,49251,44150,597
243,6/30/02,49156,43924,598
243,9/30/02,49732,44462,599
24303,12/31/02,61534,56360,600
24303,3/31/02,60495,55268,601
24303,6/30/02,62379,57142,602
24303,9/30/02,80739,75525,603
24305,12/31/02,61626,54659,604
24305,3/31/02,59539,52672,605
24305,6/30/02,60861,53999,606
24305,9/30/02,60070,53014,607
24307,12/31/02,64215,59221,608
24307,3/31/02,66670,62046,609
24307,6/30/02,65794,60816,610
24307,9/30/02,65809,60859,611
24308,12/31/02,195983,176062,612
24308,3/31/02,189317,171617,613
24308,6/30/02,192542,173879,614
24308,9/30/02,200250,180808,615
24311,3/31/02,264195,237985,616
24311,6/30/02,268681,241313,617
24311,9/30/02,276247,247894,618
24311,12/31/02,284492,255572,619
24312,12/31/02,125986,109496,620
24312,3/31/02,122964,107250,621
24312,6/30/02,121656,105959,622
24312,9/30/02,120805,104796,623
24315,12/31/02,1440000,1310000,624
24315,3/31/02,1290000,1180000,625
24315,6/30/02,1340000,1220000,626
24315,9/30/02,1380000,1250000,627
24332,12/31/02,322023,273619,628
24332,3/31/02,275762,229936,629
24332,6/30/02,299537,253652,630
24332,9/30/02,309259,262742,631
24334,12/31/02,46476,40013,632
24334,3/31/02,47640,41556,633
24334,6/30/02,47210,40939,634
24334,9/30/02,48401,42027,635
24342,12/31/02,16649,14763,636
24342,3/31/02,17241,15404,637
24342,6/30/02,16707,14840,638
24342,9/30/02,16596,14678,639
24347,12/31/02,589803,545166,640
24347,3/31/02,464871,432150,641
24347,6/30/02,538266,497643,642
24347,9/30/02,569205,526303,643
24350,12/31/02,71434,65682,644
24350,3/31/02,69547,64714,645
24350,6/30/02,70225,64716,646
24350,9/30/02,73066,67325,647
24353,12/31/02,89287,82051,648
24353,6/30/02,84448,77593,649
24353,9/30/02,88499,81263,650
24353,3/31/02,83763,77475,651
24355,12/31/02,48439,45091,652
24355,3/31/02,42164,39056,653
24355,6/30/02,42700,39517,654
24355,9/30/02,45942,42664,655
24367,12/31/02,45059,40475,656
24367,3/31/02,46853,42418,657
24367,6/30/02,45378,40863,658
24367,9/30/02,45340,40714,659
24387,3/31/02,161532,126669,660
24387,6/30/02,166471,131459,661
24387,12/31/02,185016,149379,662
24387,9/30/02,180852,145560,663
24391,12/31/02,82511,75492,664
24391,3/31/02,76063,69256,665
24391,6/30/02,76909,69955,666
24391,9/30/02,78560,71478,667
24422,12/31/02,38266,34974,668
24422,3/31/02,36276,34244,669
24422,6/30/02,36391,34126,670
24422,9/30/02,37740,34592,671
2443,12/31/02,160780,145459,672
2443,3/31/02,161050,147511,673
2443,6/30/02,160001,145669,674
2443,9/30/02,160699,145785,675
2444,12/31/02,59604,52804,676
2444,3/31/02,64100,57242,677
2444,6/30/02,62780,55987,678
2444,9/30/02,61675,54814,679
24443,12/31/02,17548,16162,680
24443,3/31/02,17012,15747,681
24443,6/30/02,16516,15202,682
24443,9/30/02,17169,15689,683
24445,12/31/02,141844,128296,684
24445,3/31/02,120700,112370,685
24445,6/30/02,123279,110587,686
24445,9/30/02,124613,111678,687
24458,12/31/02,1210000,1110000,688
24458,3/31/02,1100000,995658,689
24458,6/30/02,1160000,1060000,690
24458,9/30/02,1170000,1070000,691
24465,12/31/02,77000,69070,692
24465,3/31/02,81594,73666,693
24465,6/30/02,79990,71567,694
24465,9/30/02,83268,74554,695
24471,12/31/02,28860,21466,696
24471,3/31/02,26673,18902,697
24471,6/30/02,27649,19669,698
24471,9/30/02,28801,20668,699
24472,12/31/02,116828,106333,700
24472,3/31/02,109154,99927,701
24472,6/30/02,112828,103020,702
24472,9/30/02,109705,99364,703
2448,12/31/02,49332,42461,704
2448,3/31/02,48937,42386,705
2448,6/30/02,50876,44079,706
2448,9/30/02,50331,43440,707
24481,12/31/02,110538,101816,708
24481,3/31/02,95817,88863,709
24481,6/30/02,105888,97465,710
24481,9/30/02,111122,102493,711
24493,3/31/02,40307,37039,712
24493,12/31/02,39190,35662,713
24493,6/30/02,41802,38357,714
24493,9/30/02,39044,35520,715
24495,12/31/02,65165,57882,716
24495,3/31/02,62311,55691,717
24495,6/30/02,64464,57473,718
24495,9/30/02,64349,56964,719
24497,12/31/02,79118,70149,720
24497,3/31/02,62795,54884,721
24497,6/30/02,74218,65923,722
24497,9/30/02,72073,63346,723
24498,12/31/02,48646,44889,724
24498,3/31/02,43938,40533,725
24498,6/30/02,46762,43162,726
24498,9/30/02,47888,44200,727
245,12/31/02,94397,85512,728
245,3/31/02,92528,84022,729
245,6/30/02,92680,83978,730
245,9/30/02,89594,80770,731
24500,12/31/02,72487,66739,732
24500,3/31/02,64273,59318,733
24500,6/30/02,66321,61160,734
24500,9/30/02,70406,64841,735
24503,12/31/02,17500000,14200000,736
24503,9/30/02,16900000,13700000,737
24503,3/31/02,15200000,12000000,738
24503,6/30/02,14800000,11600000,739
24516,12/31/02,755961,690880,740
24516,3/31/02,696985,637881,741
24516,6/30/02,707490,646325,742
24516,9/30/02,744022,681038,743
2452,12/31/02,86953,77242,744
2452,3/31/02,83269,74029,745
2452,6/30/02,84755,74711,746
2452,9/30/02,84652,74814,747
24526,12/31/02,756173,699624,748
24526,3/31/02,631889,578552,749
24526,6/30/02,654889,599325,750
24526,9/30/02,694552,637574,751
2453,12/31/02,123919,103482,752
2453,3/31/02,124369,104165,753
2453,6/30/02,125718,105536,754
2453,9/30/02,124846,104376,755
24540,12/31/02,262966,240449,756
24540,3/31/02,192011,175947,757
24540,6/30/02,229003,211090,758
24540,9/30/02,231167,212641,759
2455,12/31/02,97211,85486,760
2455,3/31/02,93821,82984,761
2455,6/30/02,94633,83278,762
2455,9/30/02,94584,82725,763
24551,12/31/02,140645,130547,764
24551,3/31/02,130006,121598,765
24551,6/30/02,138623,129544,766
24551,9/30/02,141178,131271,767
24561,12/31/02,152034,137310,768
24561,3/31/02,139576,129135,769
24561,6/30/02,141247,127790,770
24561,9/30/02,144918,130936,771
24563,12/31/02,17341,14834,772
24563,3/31/02,17515,15191,773
24563,6/30/02,17239,14848,774
24563,9/30/02,17068,14620,775
24575,12/31/02,28619,26100,776
24575,3/31/02,30341,27910,777
24575,6/30/02,31306,28843,778
24575,9/30/02,31918,29441,779
24577,12/31/02,38211,34754,780
24577,3/31/02,38122,35133,781
24577,6/30/02,37368,34121,782
24577,9/30/02,37639,34302,783
24581,12/31/02,762106,699615,784
24581,3/31/02,657213,603789,785
24581,6/30/02,703177,645131,786
24581,9/30/02,720790,659973,787
24603,12/31/02,98283,89406,788
24603,3/31/02,96240,88346,789
24603,6/30/02,96817,88456,790
24603,9/30/02,97800,89148,791
24606,12/31/02,254749,233953,792
24606,3/31/02,230484,211291,793
24606,6/30/02,240589,220777,794
24606,9/30/02,245418,224773,795
24642,12/31/02,255341,238172,796
24642,3/31/02,227779,212755,797
24642,6/30/02,237305,221749,798
24642,9/30/02,211315,194735,799
24655,12/31/02,283866,257687,800
24655,3/31/02,228923,205553,801
24655,6/30/02,237443,213451,802
24655,9/30/02,272368,246564,803
24660,12/31/02,90330,83473,804
24660,3/31/02,83482,77652,805
24660,6/30/02,85785,79205,806
24660,9/30/02,85984,79140,807
2467,12/31/02,90178,81142,808
2467,3/31/02,87845,78942,809
2467,6/30/02,86950,77716,810
2467,9/30/02,90310,81253,811
24675,3/31/02,109300,97435,812
24675,6/30/02,110515,98066,813
24677,12/31/02,105158,95640,814
24677,3/31/02,99950,89966,815
